Point measurements

Generated: Monday 30 October 2023 11:11:21

Filename,Frame,Time (mins),Period,Period time (mins),Image row,Image col,Width,Height,OpCode,TapeReader,Depth,Comment,,,,,,,,,Family,Genus,Species,Code,Number,Stage,Activity,Depth,Sub_Slope,Notes
NS14_T2_ROV_20230812.depth.mp4,   8260,   4.5165,,,340.43,635.46,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,2,AD,Passing,88.3,C_30,
NS14_T2_ROV_20230812.depth.mp4,   8952,   4.8949,,,456.17,995.30,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,2,AD,Passing,80.0,C_30,
NS14_T2_ROV_20230812.depth.mp4,   8970,   4.9048,,,761.70,1139.07,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,AD,Passing,80.2,C_30,
NS14_T2_ROV_20230812.depth.mp4,   8992,   4.9168,,,651.91,968.08,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,pinniger,166734,3,AD,Passing,80.2,C_30,
NS14_T2_ROV_20230812.depth.mp4,   9229,   5.0464,,,159.15,1706.48,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,pinniger,166734,1,AD,Passing,81.7,C_30,could be a yelloweye
NS14_T2_ROV_20230812.depth.mp4,  10167,   5.5593,,,664.68,894.92,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,pinniger,166734,1,AD,Passing,80.2,C_30,
NS14_T2_ROV_20230812.depth.mp4,  11190,   6.1187,,,426.38,1173.10,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,150,,Passing,78.4,C_30,SB
NS14_T2_ROV_20230812.depth.mp4,  11882,   6.4970,,,463.83,1032.73,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,flavidus,166720,150,,Passing,75.6,C_30,SB_C
NS14_T2_ROV_20230812.depth.mp4,  12046,   6.5867,,,506.38,1896.18,0,0,ROV,Hutton,NA,NA,,,,,,,,,Hexagrammidae,Hexagrammos,decagrammus,167110,1,F,Passing,74.2,C_30,
NS14_T2_ROV_20230812.depth.mp4,  12093,   6.6124,,,753.19,1300.70,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,150,,Passing,74.0,C_30,SB_C
NS14_T2_ROV_20230812.depth.mp4,  12324,   6.7387,,,549.79,1014.02,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,75,,Passing,71.8,C_30,SB_C
NS14_T2_ROV_20230812.depth.mp4,  12640,   6.9115,,,864.68,209.27,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,20,,Passing,68.8,C_30,SB_C
NS14_T2_ROV_20230812.depth.mp4,  13387,   7.3200,,,624.68,556.35,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,75,,Passing,61.6,C_30,SB_C
NS14_T2_ROV_20230812.depth.mp4,  13587,   7.4293,,,691.06,964.68,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,10,,Passing,59.7,C_30,
NS14_T2_ROV_20230812.depth.mp4,  13587,   7.4293,,,869.79,1013.17,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,Attracted,59.7,R_60,
NS14_T2_ROV_20230812.depth.mp4,  14301,   7.8197,,,457.02,564.01,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,10,,Passing,,R_60,SB
NS14_T2_ROV_20230812.depth.mp4,  15294,   8.3627,,,674.04,733.29,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,100,,Passing,37.7,R_60,SB_C
NS14_T2_ROV_20230812.depth.mp4,  15745,   8.6093,,,709.79,967.23,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,15,,Passing,36.8,R_60,SB_C
NS14_T2_ROV_20230812.depth.mp4,  15952,   8.7225,,,845.11,508.71,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,20,,Passing,34.7,R_60,SB_C
NS14_T2_ROV_20230812.depth.mp4,  16429,   8.9833,,,886.81,1293.04,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,,Passing,32.2,R_60,
NS14_T2_ROV_20230812.depth.mp4,  16760,   9.1643,,,539.57,959.57,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,,,,End
